Protein.ID	Symbiosome_1.Intensity	Symbiosome_2.Intensity	Symbiosome_3.Intensity	Symbiosome_4.Intensity	Symbiosome_5.Intensity	Symbiosome_6.Intensity	Control_1.Intensity	Control_2.Intensity	Control_3.Intensity	Control_4.Intensity	Control_5.Intensity	Control_6.Intensity
AIPGENE1080	10389368	0	19175118	0	12106040	8779398	67368805	58883789	89143187.5	85433348	92654301	65169214.2
AIPGENE10885	22311458	18896046	0	0	0	0	29697306.5	27080225	0	23130790	0	17453874
AIPGENE10893	187562012	103375106	221593516	71845410	81226333	111328500	0	0	0	0	0	0
AIPGENE10895	0	0	0	0	0	0	0	0	0	0	7373318.5	0
AIPGENE10899	0	0	0	0	0	0	40213128.5	18485864	15559655	17083249.5	8081970.2	5500315.5
AIPGENE10905	178037627	160134849	259113522	162559089	96735544	116561023	41398115	70999115	78106002.6	125324364.5	112232939	105278784
AIPGENE10921	0	0	0	0	0	0	0	5501270	7032209	8011749.5	0	0
AIPGENE1093	0	0	0	0	0	0	20439004	20954284	0	0	0	0
AIPGENE10935	0	0	0	0	0	0	8143420.8	0	16033423.5	3361621	6619687	0
AIPGENE10940	0	0	0	0	0	0	2660025.2	0	0	0	0	0
AIPGENE10959	0	0	0	0	0	0	0	0	0	0	0	0
AIPGENE10966	0	0	0	0	0	0	44532209.2	54752812	56479795	62366005.5	59581661	38246652
AIPGENE10967	0	0	0	0	0	0	4473004	0	5677850	7285533	8122361	0
AIPGENE10977	0	0	0	0	0	0	0	0	0	6967839	6747563	0
AIPGENE10991	0	0	0	0	0	0	28684819	27117788	25551387.5	26105847	22317913	11749145
AIPGENE11011	0	0	0	0	0	0	6649593	0	8272991	0	4767554.5	0
AIPGENE11057	16211653.2	16556772	64317664	20434550	14634306	0	41054659	27690952	48626576	29019402	40141516.5	38993532
AIPGENE11091	0	0	0	0	0	0	28913504	11726408.5	42806143	36150981.5	62876327	13077834
AIPGENE11099	0	0	32956294	0	1847856.5	0	0	0	0	5624276	4666171.5	0
AIPGENE11123	419158546	318773862	456435144	339457094	313389606	365069084	197722308	173318800	227858776	148759896	200865864	166304144
AIPGENE1116	0	0	0	0	0	0	0	0	0	0	0	0
AIPGENE11167	2113938.2	0	23188208	0	0	0	194246081	192938160.5	166318942.7	235653600.3	185335663.5	88106206
AIPGENE11173	0	0	0	0	0	0	0	0	0	0	0	0
